VK_FORMAT_UNDEFINED  : 0 : The format is not specified. 
VK_FORMAT_BC5_UNORM_BLOCK  : 141 : A two-component, block-compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RG texel data with the first 64 bits encoding red values followed by 64 bits encoding green values. 
VK_FORMAT_BC5_SNORM_BLOCK  : 142 : A two-component, block-compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of signed normalized RG texel data with the first 64 bits encoding red values followed by 64 bits encoding green values. 
VK_FORMAT_BC6H_UFLOAT_BLOCK  : 143 : A three-component, block-compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned floating-point RGB texel data. 
VK_FORMAT_BC6H_SFLOAT_BLOCK  : 144 : A three-component, block-compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of signed floating-point RGB texel data. 
VK_FORMAT_BC7_UNORM_BLOCK  : 145 : A four-component, block-compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_BC7_SRGB_BLOCK  : 146 : A four-component, block-compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ETC2_R8G8B8_UNORM_BLOCK  : 147 : A three-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGB texel data. This format has no alpha and is considered opaque. 
VK_FORMAT_ETC2_R8G8B8_SRGB_BLOCK  : 148 : A three-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGB texel data with sRGB nonlinear encoding. This format has no alpha and is considered opaque. 
VK_FORMAT_ETC2_R8G8B8A1_UNORM_BLOCK  : 149 : A four-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGB texel data, and provides 1 bit of alpha. 
VK_FORMAT_ETC2_R8G8B8A1_SRGB_BLOCK  : 150 : A four-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGB texel data with sRGB nonlinear encoding, and provides 1 bit of alpha. 
VK_FORMAT_ETC2_R8G8B8A8_UNORM_BLOCK  : 151 : A four-component, ETC2 compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGBA texel data with the first 64 bits encoding alpha values followed by 64 bits encoding RGB values. 
VK_FORMAT_ETC2_R8G8B8A8_SRGB_BLOCK  : 152 : A four-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGBA texel data with the first 64 bits encoding alpha values followed by 64 bits encoding RGB values with sRGB nonlinear encoding applied. 
VK_FORMAT_EAC_R11_UNORM_BLOCK  : 153 : A one-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized red texel data. 
VK_FORMAT_EAC_R11_SNORM_BLOCK  : 154 : A one-component, ETC2 compressed format where each 64-bit compressed texel block encodes a 4x4 rectangle of signed normalized red texel data. 
VK_FORMAT_EAC_R11G11_UNORM_BLOCK  : 155 : A two-component, ETC2 compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RG texel data with the first 64 bits encoding red values followed by 64 bits encoding green values. 
VK_FORMAT_EAC_R11G11_SNORM_BLOCK  : 156 : A two-component, ETC2 compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of signed normalized RG texel data with the first 64 bits encoding red values followed by 64 bits encoding green values. 
VK_FORMAT_ASTC_4x4_UNORM_BLOCK  : 157 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_4x4_SRGB_BLOCK  : 158 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 4x4 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_5x4_UNORM_BLOCK  : 159 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 5x4 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_5x4_SRGB_BLOCK  : 160 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 5x4 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_5x5_UNORM_BLOCK  : 161 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 5x5 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_5x5_SRGB_BLOCK  : 162 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 5x5 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_6x5_UNORM_BLOCK  : 163 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 6x5 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_6x5_SRGB_BLOCK  : 164 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 6x5 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_6x6_UNORM_BLOCK  : 165 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 6x6 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_6x6_SRGB_BLOCK  : 166 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 6x6 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_8x5_UNORM_BLOCK  : 167 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 8x5 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_8x5_SRGB_BLOCK  : 168 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 8x5 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_8x6_UNORM_BLOCK  : 169 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 8x6 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_8x6_SRGB_BLOCK  : 170 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 8x6 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_8x8_UNORM_BLOCK  : 171 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 8x8 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_8x8_SRGB_BLOCK  : 172 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 8x8 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_10x5_UNORM_BLOCK  : 173 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x5 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_10x5_SRGB_BLOCK  : 174 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x5 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_10x6_UNORM_BLOCK  : 175 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x6 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_10x6_SRGB_BLOCK  : 176 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x6 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_10x8_UNORM_BLOCK  : 177 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x8 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_10x8_SRGB_BLOCK  : 178 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x8 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_10x10_UNORM_BLOCK  : 179 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x10 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_10x10_SRGB_BLOCK  : 180 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 10x10 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_12x10_UNORM_BLOCK  : 181 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 12x10 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_12x10_SRGB_BLOCK  : 182 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 12x10 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components. 
VK_FORMAT_ASTC_12x12_UNORM_BLOCK  : 183 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 12x12 rectangle of unsigned normalized RGBA texel data. 
VK_FORMAT_ASTC_12x12_SRGB_BLOCK  : 184 : A four-component, ASTC compressed format where each 128-bit compressed texel block encodes a 12x12 rectangle of unsigned normalized RGBA texel data with sRGB nonlinear encoding applied to the RGB components.
